,AID,CID,Activity Outcome,Protein Accession,SMILES
2210737,1671197,8870.0,Inactive,AAV41877,C1=CC=C(C=C1)N.Cl
2210739,1671197,10800.0,Active,AAV41877,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]
2210741,1671197,7870.0,Inactive,AAV41877,CC(CC(C)(C)O)O
2210745,1671197,8190.0,Active,AAV41877,CCOCCOCCOCCO
2210747,1671197,9024.0,Inactive,AAV41877,CC(=O)OC(C)(C)CC1=CC=CC=C1
2210749,1671197,8046.0,Inactive,AAV41877,CCCCCCOC(=O)CCCCC(=O)OCCCCCC
2210751,1671197,7346.0,Inactive,AAV41877,CC(C)C(=O)OC(=O)C(C)C
2210753,1671197,8916.0,Active,AAV41877,CCCCCCCCCCN
2210755,1671197,10721.0,Inactive,AAV41877,CC1=CC=CC=C1C#N
2210757,1671197,7833.0,Active,AAV41877,C1CC2C(O2)CC1C3CO3
2210759,1671197,8446.0,Active,AAV41877,CC1=NC2=CC=CC=C2S1
2210761,1671197,8186.0,Inactive,AAV41877,CCCCCCCCCCC=O
2210763,1671197,9275.0,Active,AAV41877,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
2210765,1671197,8033.0,Inactive,AAV41877,CC(C)(C)OOC(C)(C)C
2210767,1671197,7967.0,Active,AAV41877,C1CCC(=O)CC1
2210769,1671197,8797.0,Inactive,AAV41877,CC1=CC=C(C=C1)OC(=O)C
2210771,1671197,11346.0,Inactive,AAV41877,CC(=O)C1=CC=CC=C1[N+](=O)[O-]
2210775,1671197,8398.0,Active,AAV41877,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O
2210779,1671197,9335.0,Inactive,AAV41877,C[N+](CCCl)(CCCl)[O-]
2210781,1671197,8003.0,Inactive,AAV41877,CCCCC
2210783,1671197,7952.0,Inactive,AAV41877,CN1CN(CN(C1)C)C
2210785,1671197,8606.0,Active,AAV41877,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl
2210787,1671197,11289.0,Active,AAV41877,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC
2210793,1671197,8195.0,Inactive,AAV41877,CCCCCCCCCCCCS
2210795,1671197,8907.0,Inactive,AAV41877,CCCCCCCCCCCCCCCC(=O)OC(C)C
2210797,1671197,7979.0,Active,AAV41877,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C
2210801,1671197,8697.0,Inactive,AAV41877,CCCCC(CC)C(=O)O
2210803,1671197,11137.0,Inactive,AAV41877,C1=CC(=CC(=C1)O)[N+](=O)[O-]
2210805,1671197,8001.0,Inactive,AAV41877,C(CBr)CBr
2210807,1671197,8303.0,Inactive,AAV41877,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
2210809,1671197,8195.0,Inactive,AAV41877,CCCCCCCCCCCCS
2210811,1671197,8882.0,Inactive,AAV41877,C1CC=CC1
2210815,1671197,7944.0,Inactive,AAV41877,CC(CCl)OC(C)CCl
2210817,1671197,8105.0,Inactive,AAV41877,C(CCO)CCO
2210819,1671197,11079.0,Inactive,AAV41877,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl
2210821,1671197,7967.0,Inactive,AAV41877,C1CCC(=O)CC1
2210823,1671197,8293.0,Active,AAV41877,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N
2210829,1671197,7720.0,Inactive,AAV41877,CCCCC(CC)CO
2210831,1671197,7937.0,Inactive,AAV41877,CC1=NC(=CC=C1)C
2210833,1671197,8098.0,Inactive,AAV41877,CC(=O)OCCOCCOCCOC(=O)C
2210835,1671197,11057.0,Active,AAV41877,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
2210839,1671197,7977.0,Inactive,AAV41877,C1=CC=NC(=C1)Cl
2210843,1671197,8777.0,Inactive,AAV41877,CCCCCCCCCCCCOS(=O)(=O)O.C(CO)N(CCO)CCO
2210845,1671197,7720.0,Inactive,AAV41877,CCCCC(CC)CO
2210847,1671197,7932.0,Active,AAV41877,C1=CC(=CC(=C1)Cl)N
2210849,1671197,8063.0,Active,AAV41877,CCCCC=O
2210851,1671197,10133.0,Active,AAV41877,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
2210853,1671197,7929.0,Active,AAV41877,CC1=CC(=CC=C1)C
2210855,1671197,7973.0,Inactive,AAV41877,C1=CC=NC(=C1)Br
2210857,1671197,8102.0,Inactive,AAV41877,CCCCCCN
2210859,1671197,8798.0,Inactive,AAV41877,CC(=O)NC1=NC=C(S1)[N+](=O)[O-]
2210863,1671197,7910.0,Inactive,AAV41877,CC(C)CC(C)O
2210867,1671197,10275.0,Inactive,AAV41877,C1=CC=C(C=C1)C2=C(N=C(S2)N)N
2210869,1671197,7912.0,Inactive,AAV41877,CC(C)NC(C)C
2210871,1671197,7970.0,Inactive,AAV41877,CC1=CN=CC=C1
2210873,1671197,8101.0,Inactive,AAV41877,CCCCCCBr
2210877,1671197,7656.0,Active,AAV41877,C1=CC=C(C=C1)CNCC2=CC=CC=C2
2210879,1671197,7896.0,Active,AAV41877,CC(CCO)O
2210881,1671197,8037.0,Inactive,AAV41877,CN(C)CCN(C)C
2210883,1671197,10474.0,Active,AAV41877,[C-]#N.[C-]#N.[K+].[Ag+]
2210885,1671197,7822.0,Inactive,AAV41877,CCC(C)CC(=O)CC
2210887,1671197,7945.0,Inactive,AAV41877,CCOC(=O)CC(C)C
2210889,1671197,8085.0,Inactive,AAV41877,CC(C)CNCC(C)C
2210891,1671197,8697.0,Inactive,AAV41877,CCCCC(CC)C(=O)O
2210893,1671197,7636.0,Inactive,AAV41877,CCCCC(CC)COC(=O)C=C
2210895,1671197,7904.0,Inactive,AAV41877,CC(=O)OC=C
2210897,1671197,7900.0,Inactive,AAV41877,CC(COC)O
2210899,1671197,9380.0,Inactive,AAV41877,CNNC.Cl.Cl
2210901,1671197,7757.0,Inactive,AAV41877,CC(=O)CC(=O)OC
2210903,1671197,7918.0,Active,AAV41877,CC(=O)OC(=O)C
2210905,1671197,8076.0,Inactive,AAV41877,CCOCCO
2210907,1671197,8458.0,Active,AAV41877,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)O
2210913,1671197,7948.0,Active,AAV41877,CC1=CC(=CC(=C1)O)C
2210915,1671197,9279.0,Inactive,AAV41877,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-]
2210917,1671197,7751.0,Inactive,AAV41877,CCOC(=O)CCl
2210919,1671197,7916.0,Inactive,AAV41877,CC(=C)OC(=O)C
2210921,1671197,8056.0,Inactive,AAV41877,C(CCBr)CBr
2210925,1671197,7931.0,Inactive,AAV41877,CC1=CC(=CC=C1)Cl
2210927,1671197,7847.0,Inactive,AAV41877,C=CC=O
2210929,1671197,7870.0,Inactive,AAV41877,CC(CC(C)(C)O)O
2210931,1671197,9481.0,Inactive,AAV41877,C1=CC(=C(C=C1C(F)(F)F)Cl)Cl
2210933,1671197,7745.0,Inactive,AAV41877,CCCC(C)CO
2210935,1671197,7835.0,Active,AAV41877,C1C(O1)CCl
2210937,1671197,8030.0,Inactive,AAV41877,C1=CSC=C1
2210939,1671197,8456.0,Active,AAV41877,CC(C)(C)C1=C(C=CC(=C1)OC)O
2210941,1671197,7924.0,Inactive,AAV41877,CC1COC(=O)O1
2210943,1671197,8285.0,Inactive,AAV41877,C(C(CO)(CO)CO)O
2210945,1671197,7864.0,Active,AAV41877,COCCl
2210947,1671197,9703.0,Active,AAV41877,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl
2210949,1671197,7732.0,Active,AAV41877,COC1=CC=C(C=C1)N
2210951,1671197,7913.0,Inactive,AAV41877,C(=O)(N)NC(=O)N
2210953,1671197,8017.0,Inactive,AAV41877,C(CO)NN
2210955,1671197,8449.0,Inactive,AAV41877,C1=CC(=C(C=C1Cl)Cl)O
2210957,1671197,7814.0,Active,AAV41877,C1=CC(=CC=C1N)N
2210959,1671197,8266.0,Inactive,AAV41877,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O
2210961,1671197,7810.0,Inactive,AAV41877,CC1=CC=C(C=C1)Cl
2210963,1671197,9473.0,Active,AAV41877,CC(=O)OCC1=CC2=C(C=C1)OCO2
2210965,1671197,7728.0,Inactive,AAV41877,CCC1=CN=C(C=C1)C
2210967,1671197,7820.0,Inactive,AAV41877,COC(=O)CCC(=O)OC
2210971,1671197,8398.0,Active,AAV41877,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O
2210973,1671197,7729.0,Active,AAV41877,C1=CC(=CC=C1N=O)O
2210975,1671197,8209.0,Inactive,AAV41877,CCCCCCCCCCCCCCO
2210977,1671197,7789.0,Inactive,AAV41877,CCCCCCC(CCCCCCCCCCC(=O)O)O
2210979,1671197,9154.0,Active,AAV41877,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4
2210985,1671197,7986.0,Inactive,AAV41877,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
2210991,1671197,8152.0,Inactive,AAV41877,CCCCCCCCCCCC[N+](C)(C)C.[Cl-]
2210993,1671197,8209.0,Inactive,AAV41877,CCCCCCCCCCCCCCO
2210995,1671197,8918.0,Inactive,AAV41877,CCCCCCCCCOC(=O)C
2210997,1671197,7670.0,Active,AAV41877,CCNC1=CC=CC=C1
2210999,1671197,7797.0,Inactive,AAV41877,CCCCCCC(=O)OCC
2211001,1671197,7966.0,Inactive,AAV41877,C1CCC(CC1)O
2211003,1671197,8369.0,Active,AAV41877,CC1=C(C(=O)C=CO1)O
2211005,1671197,7515.0,Active,AAV41877,CNC1=CC=CC=C1
2211007,1671197,8114.0,Inactive,AAV41877,CCCOCCC
2211009,1671197,8183.0,Inactive,AAV41877,CCCCCCCCCCC=C
2211013,1671197,7648.0,Active,AAV41877,C1COCCN1SSN2CCOCC2
2211015,1671197,7766.0,Inactive,AAV41877,CCOC(=O)OCC
2211017,1671197,7954.0,Inactive,AAV41877,C1(=NC(=NC(=N1)Cl)Cl)Cl
2211019,1671197,8295.0,Active,AAV41877,C(CCl)OP(=O)(OCCCl)OCCCl
2211021,1671197,7505.0,Inactive,AAV41877,C1=CC=C(C=C1)C#N
2211023,1671197,8113.0,Inactive,AAV41877,C(CO)NCCO
2211025,1671197,8173.0,Inactive,AAV41877,CCCCCCCCCCBr
2211029,1671197,7589.0,Active,AAV41877,CCC(C)NC1=CC=C(C=C1)NC(C)CC
2211035,1671197,8294.0,Inactive,AAV41877,CC(=CCCC(C)(C=C)OC(=O)C)C
2211039,1671197,8038.0,Inactive,AAV41877,CC(C)COC(=O)C
2211043,1671197,8785.0,Inactive,AAV41877,CC(=O)OCC1=CC=CC=C1
2211047,1671197,8117.0,Inactive,AAV41877,C(COCCO)O
2211049,1671197,7924.0,Inactive,AAV41877,CC1COC(=O)O1
2211051,1671197,8266.0,Inactive,AAV41877,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O
2211053,1671197,7440.0,Inactive,AAV41877,CC1=C(C=C(C=C1)[N+](=O)[O-])C
2211055,1671197,7980.0,Active,AAV41877,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C
2211057,1671197,8119.0,Inactive,AAV41877,C1CCCNCC1
2211059,1671197,8805.0,Active,AAV41877,CC(=O)NC1=CC=C(C=C1)C(=O)CCl
2211061,1671197,7577.0,Active,AAV41877,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N
2211063,1671197,8096.0,Inactive,AAV41877,C(CSCCC(=O)O)C(=O)O
2211065,1671197,7922.0,Inactive,AAV41877,C1CC(=O)OC1=O
2211067,1671197,8193.0,Active,AAV41877,CCCCCCCCCCCCO
2211069,1671197,7636.0,Inactive,AAV41877,CCCCC(CC)COC(=O)C=C
2211071,1671197,8004.0,Inactive,AAV41877,CCCC=C
2211073,1671197,8368.0,Inactive,AAV41877,CC1=C(C=CC=C1Cl)Cl
2211075,1671197,8769.0,Inactive,AAV41877,CCN(CCO)CCO
2211077,1671197,7567.0,Active,AAV41877,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C
2211079,1671197,8062.0,Inactive,AAV41877,C(CC#N)C#N
2211081,1671197,7914.0,Inactive,AAV41877,CC(C)OC(C)C
2211083,1671197,8172.0,Inactive,AAV41877,C(COCCOCCO)O
2211087,1671197,8080.0,Inactive,AAV41877,C1CC=COC1
2211091,1671197,8739.0,Inactive,AAV41877,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N
2211093,1671197,7567.0,Active,AAV41877,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C
2211095,1671197,8010.0,Inactive,AAV41877,C(C#N)C#N
2211101,1671197,7579.0,Active,AAV41877,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N
2211103,1671197,8041.0,Inactive,AAV41877,C=CC(=O)NCNC(=O)C=C
2211105,1671197,8348.0,Active,AAV41877,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O
2211107,1671197,8115.0,Inactive,AAV41877,C(CCl)OCCCl
2211109,1671197,7559.0,Inactive,AAV41877,COC(=O)CC1=CC=CC=C1
2211111,1671197,8258.0,Inactive,AAV41877,CC(C)(C#C)O
2211113,1671197,7858.0,Inactive,AAV41877,C=CCO
2211115,1671197,8150.0,Inactive,AAV41877,COCCOCCOC
2211117,1671197,7615.0,Inactive,AAV41877,CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O
2211119,1671197,7148.0,Inactive,AAV41877,CCC(=O)C1=CC=CC=C1
2211121,1671197,8289.0,Active,AAV41877,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
2211123,1671197,8048.0,Active,AAV41877,CCCCCCCCCC(=O)OCC
2211125,1671197,7525.0,Active,AAV41877,CCN1CCOCC1
2211127,1671197,8247.0,Active,AAV41877,CC(=O)NNC1=CC=CC=C1
2211129,1671197,7798.0,Inactive,AAV41877,CCCC(=O)OC(=O)CCC
2211133,1671197,7337.0,Inactive,AAV41877,COC1=C(C=CC(=C1)[N+](=O)[O-])N
2211135,1671197,7104.0,Active,AAV41877,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O
2211137,1671197,8345.0,Active,AAV41877,CCCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCCC
2211139,1671197,8033.0,Inactive,AAV41877,CC(C)(C)OOC(C)(C)C
2211141,1671197,7522.0,Active,AAV41877,C1=CC=NC(=C1)C#N
2211143,1671197,8272.0,Active,AAV41877,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C(=C3)Br)O)Br)C4=CC(=C(C(=C4)Br)O)Br
2211145,1671197,7792.0,Inactive,AAV41877,CC(C)CCCC(C)CCO
2211149,1671197,7289.0,Inactive,AAV41877,C(C(CCl)O)Cl
2211151,1671197,6944.0,Inactive,AAV41877,CC1=CC=CC=C1[N+](=O)[O-]
2211153,1671197,8246.0,Inactive,AAV41877,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-]
2211155,1671197,8019.0,Inactive,AAV41877,COCCO
2211157,1671197,7511.0,Active,AAV41877,C1=CC=C(C=C1)[Hg]Cl
2211159,1671197,8288.0,Inactive,AAV41877,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl.[Cl-].[Cl-]
2211161,1671197,7748.0,Active,AAV41877,CCOC(=O)CBr
2211163,1671197,8042.0,Inactive,AAV41877,CCCCCCCCCCCCCC(=O)OC(C)C
2211167,1671197,6937.0,Active,AAV41877,CC1=CC(=C(C=C1)C(C)(C)C)O
2211171,1671197,8016.0,Inactive,AAV41877,CNCCO
2211173,1671197,7462.0,Active,AAV41877,CC1=CC=C(CC1)C(C)C
2211177,1671197,7764.0,Active,AAV41877,CCOC(=O)CC#N
2211181,1671197,7251.0,Active,AAV41877,CC1=C(C=CC(=C1)Cl)N
2211183,1671197,6937.0,Active,AAV41877,CC1=CC(=C(C=C1)C(C)(C)C)O
2211185,1671197,7695.0,Active,AAV41877,CC(=O)OCC1=CC=C(C=C1)OC
2211187,1671197,7976.0,Inactive,AAV41877,CC1=NC=CN=C1
2211189,1671197,7475.0,Active,AAV41877,C1=CC(=CC=C1N)[N+](=O)[O-]
2211191,1671197,7673.0,Active,AAV41877,C1=CC=C(C=C1)N=C=S
2211193,1671197,7724.0,Active,AAV41877,CC1=CC=C(C=C1)C#N
2211195,1671197,8129.0,Active,AAV41877,CCCCCCCO
2211197,1671197,7250.0,Active,AAV41877,CC1=CC(=C(C=C1)N)C
2211199,1671197,6877.0,Inactive,AAV41877,CCOC(=O)C1=CC=CC=C1N
2211201,1671197,7694.0,Active,AAV41877,CCCCC1=CC=C(C=C1)N
2211203,1671197,7984.0,Inactive,AAV41877,C1CCCCCCCC(=O)OCCCCCCC1
2211205,1671197,7386.0,Inactive,AAV41877,C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F
2211207,1671197,7668.0,Inactive,AAV41877,CCCC1=CC=CC=C1
2211209,1671197,7666.0,Inactive,AAV41877,C1=CC=C(C=C1)CCBr
2211211,1671197,8094.0,Inactive,AAV41877,CCCCCCC(=O)O
2211213,1671197,7222.0,Inactive,AAV41877,C1=CC=C2C(=C1)N=CS2
2211215,1671197,6877.0,Inactive,AAV41877,CCOC(=O)C1=CC=CC=C1N
2211217,1671197,7620.0,Inactive,AAV41877,CCCCN(CCO)CCO
2211219,1671197,7972.0,Inactive,AAV41877,CN1CCOCC1
2211221,1671197,7374.0,Active,AAV41877,C1=CC(=CC(=C1)Cl)C(F)(F)F
2211223,1671197,7615.0,Inactive,AAV41877,CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O
2211225,1671197,7647.0,Inactive,AAV41877,C1=CC=C(C=C1)CCC2=CC=CC=C2
2211229,1671197,7211.0,Inactive,AAV41877,CCCC(C(CC)CO)O
2211231,1671197,6854.0,Active,AAV41877,C1=CC=C2C(=C1)C3=CC=CC=C3N2
2211233,1671197,7611.0,Inactive,AAV41877,[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2]
2211235,1671197,7966.0,Inactive,AAV41877,C1CCC(CC1)O
2211237,1671197,7351.0,Active,AAV41877,CC(C)COC(=O)C(C)C
2211239,1671197,7547.0,Active,AAV41877,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl
2211241,1671197,7632.0,Active,AAV41877,CC(C)(CCC1=CC=CC=C1)O
2211243,1671197,7506.0,Inactive,AAV41877,C1=CN=CC=C1C#N
2211245,1671197,7195.0,Inactive,AAV41877,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2
2211247,1671197,6786.0,Active,AAV41877,CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC
2211251,1671197,7943.0,Active,AAV41877,COC(=O)CC(=O)OC
2211253,1671197,7269.0,Inactive,AAV41877,CC1=CC(=C(C=C1C)C)C
2211255,1671197,7526.0,Active,AAV41877,C1CCN(CC1)N=O
2211263,1671197,6766.0,Active,AAV41877,C1=CC=C(C=C1)C2=CC=CC=C2C3=CC=CC=C3
2211265,1671197,7610.0,Active,AAV41877,CC1=C(C=CC(=C1)OC)N
2211267,1671197,7929.0,Inactive,AAV41877,CC1=CC(=CC=C1)C
2211269,1671197,7263.0,Active,AAV41877,C1=CC(=C(C=C1Cl)N)N
2211271,1671197,7518.0,Active,AAV41877,C1=CC=C(C=C1)NO
2211275,1671197,7455.0,Inactive,AAV41877,CC1=CC=C(C=C1)C(=O)OC
2211277,1671197,7184.0,Active,AAV41877,CCCCOC(=O)C1=CC=C(C=C1)O
2211279,1671197,7340.0,Active,AAV41877,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C
2211281,1671197,7573.0,Active,AAV41877,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2
2211283,1671197,7923.0,Inactive,AAV41877,C1=CC(=O)OC1=O
2211285,1671197,7249.0,Active,AAV41877,CC1=C(C=C(C=C1)O)C
2211287,1671197,7469.0,Inactive,AAV41877,CC(=O)C1=CC=C(C=C1)O
2211289,1671197,7603.0,Active,AAV41877,CCNC1=CC=CC(=C1)C
2211291,1671197,7395.0,Inactive,AAV41877,CS(=O)(=O)C1=CC=C(C=C1)Cl
2211293,1671197,7002.0,Inactive,AAV41877,CC1=CC=CC2=CC=CC=C12
2211295,1671197,7341.0,Active,AAV41877,CCCC(C)C(=O)O
2211297,1671197,7571.0,Active,AAV41877,COC1=CC=C(C=C1)NC2=CC=C(C=C2)OC
2211299,1671197,7915.0,Inactive,AAV41877,CC(C)OC(=O)C
2211301,1671197,7248.0,Active,AAV41877,CC1=C(C=C(C=C1)N)C
2211303,1671197,7441.0,Active,AAV41877,CC1=C(C=CC(=C1)[N+](=O)[O-])N
2211305,1671197,7492.0,Active,AAV41877,C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]
2211307,1671197,7390.0,Inactive,AAV41877,CC1=CC=C(C=C1)C(C)(C)C
2211309,1671197,6950.0,Active,AAV41877,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O
2211311,1671197,7301.0,Inactive,AAV41877,CC1CCCO1
2211313,1671197,7527.0,Active,AAV41877,C1CN2CCC1CC2
2211315,1671197,7909.0,Inactive,AAV41877,CC(C)CC(=O)C
2211317,1671197,7206.0,Active,AAV41877,CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
2211321,1671197,7447.0,Active,AAV41877,COC1=C(C=C(C=C1)[N+](=O)[O-])N
2211323,1671197,7375.0,Inactive,AAV41877,C1=CC(=CC(=C1)N)C(F)(F)F
2211325,1671197,6924.0,Inactive,AAV41877,CC1=CC=CC=C1S(=O)(=O)N
2211327,1671197,7285.0,Inactive,AAV41877,C(C(CCl)Cl)Cl
2211329,1671197,7516.0,Active,AAV41877,C1=CC=C(C=C1)NN
2211331,1671197,7908.0,Inactive,AAV41877,CC(C)CC(C)N
2211333,1671197,7198.0,Inactive,AAV41877,COC(=O)C1CCC(CC1)C(=O)OC
2211335,1671197,7403.0,Inactive,AAV41877,CC(C)(C)C1=CC=C(C=C1)C(=O)O
2211337,1671197,7439.0,Inactive,AAV41877,CC1=CCC(CC1=O)C(=C)C
2211339,1671197,7309.0,Active,AAV41877,CCC1=CC(=C(C=C1)O)C(C)(C)C
2211341,1671197,6849.0,Inactive,AAV41877,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
2211345,1671197,7516.0,Inactive,AAV41877,C1=CC=C(C=C1)NN
2211347,1671197,7849.0,Active,AAV41877,C(CBr)Cl
2211349,1671197,7150.0,Inactive,AAV41877,COC(=O)C1=CC=CC=C1
2211353,1671197,7438.0,Inactive,AAV41877,CC1=CCC(CC1O)C(=C)C
2211355,1671197,7242.0,Inactive,AAV41877,CC1=CC=CC=C1N
2211357,1671197,6805.0,Active,AAV41877,C1=CC(=C(C(=C1Cl)CC(=O)O)Cl)Cl
2211359,1671197,7255.0,Active,AAV41877,CC1=C(C=C(C=C1)N)Cl
2211361,1671197,7501.0,Inactive,AAV41877,C=CC1=CC=CC=C1
2211365,1671197,7127.0,Inactive,AAV41877,COC1=C(C=C(C=C1)CC=C)OC
2211367,1671197,7333.0,Inactive,AAV41877,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N
2211369,1671197,7420.0,Active,AAV41877,C1=CC(=CC(=C1)O)C(=O)O
2211371,1671197,7198.0,Inactive,AAV41877,COC(=O)C1CCC(CC1)C(=O)OC
2211373,1671197,7153.0,Active,AAV41877,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O
2211375,1671197,7247.0,Inactive,AAV41877,CC1=CC(=C(C=C1)C)C
2211377,1671197,7499.0,Inactive,AAV41877,C=CC1CCC=CC1
2211381,1671197,7090.0,Active,AAV41877,C1CN(NC1=O)C2=CC=CC=C2
2211383,1671197,7321.0,Inactive,AAV41877,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N
2211385,1671197,7369.0,Inactive,AAV41877,C1=CC=C(C=C1)S(=O)(=O)Cl
2211387,1671197,7104.0,Active,AAV41877,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O
2211389,1671197,7111.0,Active,AAV41877,C1=CC(=CC=C1C2=CC=C(C=C2)N)N
2211393,1671197,7469.0,Inactive,AAV41877,CC(=O)C1=CC=C(C=C1)O
2211395,1671197,7583.0,Inactive,AAV41877,C1=CC=C(C=C1)OC2=CC=CC=C2
2211397,1671197,7061.0,Inactive,AAV41877,CCN(CC)C1=CC=CC=C1
2211399,1671197,7313.0,Inactive,AAV41877,CC(C)N(CCO)C(C)C
2211401,1671197,7362.0,Inactive,AAV41877,C1=COC(=C1)C=O
2211403,1671197,7746.0,Inactive,AAV41877,CCCC(C#C)O
2211405,1671197,7154.0,Inactive,AAV41877,CC1=CC=CC=C1NC(=O)CC(=O)C
2211407,1671197,7207.0,Active,AAV41877,CC1=C(C=CC(=C1)Cl)OCCCC(=O)O
2211409,1671197,7461.0,Inactive,AAV41877,CC1=CCC(=CC1)C(C)C
2211411,1671197,7565.0,Active,AAV41877,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br
2211413,1671197,7061.0,Inactive,AAV41877,CCN(CC)C1=CC=CC=C1
2211415,1671197,7311.0,Active,AAV41877,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C
2211421,1671197,7170.0,Active,AAV41877,CCOC(=O)CC(=O)C1=CC=CC=C1
2211423,1671197,7193.0,Inactive,AAV41877,CC(C)CCOC(=O)C1=CC=CC=C1
2211425,1671197,7296.0,Active,AAV41877,CC1CCCC1
2211427,1671197,7564.0,Active,AAV41877,C1=CC=C(C=C1)NC2=CC=C(C=C2)N
2211429,1671197,7057.0,Active,AAV41877,C1=CC=C2C=C(C=CC2=C1)N
2211431,1671197,7272.0,Inactive,AAV41877,CC1C(=O)OC(C(=O)O1)C
2211433,1671197,7308.0,Active,AAV41877,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O
2211435,1671197,7638.0,Active,AAV41877,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
2211437,1671197,6636.0,Active,AAV41877,C1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)Cl
2211441,1671197,7456.0,Inactive,AAV41877,COC(=O)C1=CC=C(C=C1)O
2211443,1671197,8404.0,Inactive,AAV41877,C1CCC2=CC=CC=C2C1
2211445,1671197,7057.0,Active,AAV41877,C1=CC=C2C=C(C=CC2=C1)N
2211447,1671197,7239.0,Inactive,AAV41877,C1=CC=C(C(=C1)Cl)Cl
2211449,1671197,7302.0,Inactive,AAV41877,C1CC(=O)OC1
2211453,1671197,6618.0,Active,AAV41877,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br
2211457,1671197,7340.0,Active,AAV41877,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C
2211459,1671197,8380.0,Inactive,AAV41877,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC
2211461,1671197,7007.0,Inactive,AAV41877,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl
2211465,1671197,7298.0,Inactive,AAV41877,C1CCC(C1)O
